Ranking,World Ranking,University,Country,Impact Rank,Openness Rank,Excellence Rank,Uni Profile
3893,30634,Akademi Kebidanan AKBID Bunga Husada Samarinda,Indonesia,30621,6553,7212,https://en.wikipedia.org/wiki/Akademi Kebidanan AK
3894,30634,Akademi Pariwisata Nusantara Jaya,Indonesia,30621,6553,7212,https://en.wikipedia.org/wiki/Akademi Pariwisata N
3895,30634,Akademi Keperawatan AKPER Kaltara Tarakan,Indonesia,30621,6553,7212,https://en.wikipedia.org/wiki/Akademi Keperawatan 
3896,30634,Akademi Keperawatan AKPER Yakpermas,Indonesia,30621,6553,7212,https://en.wikipedia.org/wiki/Akademi Keperawatan 
3897,30634,Akademi Manajemen Informatika dan Komputer AMIK Selat Panjang,Indonesia,30621,6553,7212,https://en.wikipedia.org/wiki/Akademi Manajemen In
3898,30634,Akademi Teknik Deli Serdang ATDS,Indonesia,30621,6553,7212,https://en.wikipedia.org/wiki/Akademi Teknik Deli 
3899,30634,Benedicto College,Philipine,30621,6553,7212,https://en.wikipedia.org/wiki/Benedicto College
3900,30634,Dong Jiao Zong Higher Learning Centre,Malaysia,30621,6553,7212,https://en.wikipedia.org/wiki/Dong Jiao Zong Highe
3901,30634,STKIP Harapan Bima,Indonesia,30621,6553,7212,https://en.wikipedia.org/wiki/STKIP Harapan Bima
3902,30634,Industrial Technical Institute,Kamboja,30621,6553,7212,https://en.wikipedia.org/wiki/Industrial Technical
3903,30634,Politeknik Hangtuah Jakarta Membentuk Insan Paripurna,Indonesia,30621,6553,7212,https://en.wikipedia.org/wiki/Politeknik Hangtuah 
3904,30634,POLTEKES SITEBA Padang,Indonesia,30621,6553,7212,https://en.wikipedia.org/wiki/POLTEKES SITEBA Pada
3905,30634,Politeknik Kaltara,Indonesia,30621,6553,7212,https://en.wikipedia.org/wiki/Politeknik Kaltara
3906,30634,Queens College Kuala Lumpur,Malaysia,30621,6553,7212,https://en.wikipedia.org/wiki/Queens College Kuala
3907,30634,Akademi Kebidanan Sempena Negeri Pekanbaru,Indonesia,30621,6553,7212,https://en.wikipedia.org/wiki/Akademi Kebidanan Se
3908,30634,Sekolah Tinggi Agama Katolik STAKAT Pontianak,Indonesia,30621,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Agama
3909,30634,Sekolah Tinggi Ilmu Administrasi STIA Said Perintah Masohi,Indonesia,30621,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Ilmu 
3910,30634,Sekolah Tinggi Ilmu Administrasi STIA Mataram,Indonesia,30621,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Ilmu 
3911,30634,Sekolah Tinggi Ilmu Ekonomi STIE Bina Karya,Indonesia,30621,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Ilmu 
3912,30634,Sekolah Tinggi Ilmu Ekonomi STIE Widya Manggalia Brebes,Indonesia,30621,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Ilmu 
3913,30634,Sekolah Tinggi Ilmu Kesehatan STIKES Ganesha Husada Kediri,Indonesia,30621,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Ilmu 
3914,30634,Sekolah Tinggi Ilmu Kesehatan STIKES Panti Wilasa,Indonesia,30621,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Ilmu 
3915,30634,Sekolah Tinggi Ilmu Kesehatan STIKES Nusantara,Indonesia,30621,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Ilmu 
3916,30634,Sekolah Tinggi Ilmu Pertanian Berau STIPER Berau,Indonesia,30621,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Ilmu 
3917,30634,STITNU Sakinah Dharmasraya,Indonesia,30621,6553,7212,https://en.wikipedia.org/wiki/STITNU Sakinah Dharm
3918,30634,Sekolah Tinggi Pastoral Kateketik STPKat Santo Fransiskus Asisi,Indonesia,30621,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Pasto
3919,30634,STT Baptis Bandung,Indonesia,30621,6553,7212,https://en.wikipedia.org/wiki/STT Baptis Bandung
3920,30634,Sekolah Tinggi Teknik Bina Cendikia Indonesia STTBCI,Indonesia,30621,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Tekni
3921,30634,STT Pelita Hati,Indonesia,30621,6553,7212,https://en.wikipedia.org/wiki/STT Pelita Hati
3922,30634,Sekolah Usaha Perikanan Menengah Negeri SUPM Kota Agung,Indonesia,30621,6553,7212,https://en.wikipedia.org/wiki/Sekolah Usaha Perika
3923,30634,Universitas Awal Bros,Indonesia,30621,6553,7212,https://en.wikipedia.org/wiki/Universitas Awal Bro
3924,30634,Sekolah Tinggi Ilmu Ekonomi STIE Wira Bhakti Makassar,Indonesia,30621,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Ilmu 
3925,30732,STT Migas Cilacap,Indonesia,30720,6553,7212,https://en.wikipedia.org/wiki/STT Migas Cilacap
3926,30735,Akademi Kebidanan AKBID Mandiri Gresik,Indonesia,30722,6553,7212,https://en.wikipedia.org/wiki/Akademi Kebidanan AK
3927,30735,Akademi Kebidanan AKBID Saleha,Indonesia,30722,6553,7212,https://en.wikipedia.org/wiki/Akademi Kebidanan AK
3928,30735,Akademi Keperawatan AKPER Samawa,Indonesia,30722,6553,7212,https://en.wikipedia.org/wiki/Akademi Keperawatan 
3929,30735,Akademi Teknologi Aeronautika Siliwangi Bandung,Indonesia,30722,6553,7212,https://en.wikipedia.org/wiki/Akademi Teknologi Ae
3930,30735,Fernandez College of Arts and Technology,Philipine,30722,6553,7212,https://en.wikipedia.org/wiki/Fernandez College of
3931,30735,Lamaddukelleng,Indonesia,30722,6553,7212,https://en.wikipedia.org/wiki/Lamaddukelleng
3932,30735,Sekolah Tinggi Agama Islam STAI As'adiyah,Indonesia,30722,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Agama
3933,30735,Sekolah Tinggi Agama Islam STAI Al Hamidiyah Jakarta,Indonesia,30722,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Agama
3934,30735,Sekolah Tinggi Agama Islam STAI Darul Quran,Indonesia,30722,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Agama
3935,30735,Sekolah Tinggi Agama Islam STAI Ibnu Sina Batam,Indonesia,30722,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Agama
3936,30735,Sekolah Tinggi Agama Islam STAI Miftahul Huda Al Azhar,Indonesia,30722,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Agama
3937,30735,Sekolah Teknik Elektro dan Informatika STEI Bina Muda Bandung,Indonesia,30722,6553,7212,https://en.wikipedia.org/wiki/Sekolah Teknik Elekt
3938,30735,Sekolah Tinggi Ilmu Ekonomi STIE A&BI Institute,Indonesia,30722,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Ilmu 
3939,30735,STIE Assholeh Pemalang STIE AS,Indonesia,30722,6553,7212,https://en.wikipedia.org/wiki/STIE Assholeh Pemala
3940,30735,Sekolah Tinggi Ilmu Ekonomi STIE Bakti Bangsa,Indonesia,30722,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Ilmu 
3941,30735,Sekolah Tinggi Ilmu Ekonomi STIE EI Ekadharma Indonesia,Indonesia,30722,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Ilmu 
3942,30735,STIES Al Mujaddid,Indonesia,30722,6553,7212,https://en.wikipedia.org/wiki/STIES Al Mujaddid
3943,30735,Sekolah Tinggi Ilmu Kesehatan STIKES Intan Martapura,Indonesia,30722,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Ilmu 
3944,30735,STIKES Pamentas,Indonesia,30722,6553,7212,https://en.wikipedia.org/wiki/STIKES Pamentas
3945,30735,Sekolah Tinggi Manajemen Semen Indonesia STiMSI,Indonesia,30722,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Manaj
3946,30735,STIQ An Nur Lempuing OKI,Indonesia,30722,6553,7212,https://en.wikipedia.org/wiki/STIQ An Nur Lempuing
3947,30735,Sekolah Tinggi Ilmu Tarbiyah Al Quraniyah Manna,Indonesia,30722,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Ilmu 
3948,30735,STIT Raden Santri Gresik,Indonesia,30722,6553,7212,https://en.wikipedia.org/wiki/STIT Raden Santri Gr
3949,30735,Sekolah Tinggi Manajemen Informatika dan Komputer STMIK PGRI Tangerang,Indonesia,30722,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Manaj
3950,30735,Sekolah Tinggi Manajemen Informatika dan Komputer STMIK Methodist Binjai,Indonesia,30722,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Manaj
3951,30735,STMIK Tidore Mandiri,Indonesia,30722,6553,7212,https://en.wikipedia.org/wiki/STMIK Tidore Mandiri
3952,30735,STPK Banau Halmahera,Indonesia,30722,6553,7212,https://en.wikipedia.org/wiki/STPK Banau Halmahera
3953,30735,Sekolah Tinggi Teologi Agapes Jakarta,Indonesia,30722,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Teolo
3954,30735,STT Erikson Tritt Manokwari,Indonesia,30722,6553,7212,https://en.wikipedia.org/wiki/STT Erikson Tritt Ma
3955,30735,Sekolah Tinggi Teologi Injili Indonesia STTII Jogjakarta,Indonesia,30722,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Teolo
3956,30735,Sekolah Tinggi Teologi Yestoya Malang,Indonesia,30722,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Teolo
3957,30735,University of Computer Studies Loikaw,Myanmar,30722,6553,7212,https://en.wikipedia.org/wiki/University of Comput
3958,30735,University of Computer Studies Pakokku,Myanmar,30722,6553,7212,https://en.wikipedia.org/wiki/University of Comput
3959,30735,Universitas Muhammadiyah Manado,Indonesia,30722,6553,7212,https://en.wikipedia.org/wiki/Universitas Muhammad
3960,30735,Universitas Islam Labuhan Batu,Indonesia,30722,6553,7212,https://en.wikipedia.org/wiki/Universitas Islam La
3961,30735,Universitas Jakarta UNIJA,Indonesia,30722,6553,7212,https://en.wikipedia.org/wiki/Universitas Jakarta 
3962,30837,Sekolah Tinggi Ilmu Ekonomi STIE Artha Bodhi Iswara Surabaya,Indonesia,30827,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Ilmu 
3963,30837,Akademik Poltekkes Kemenkes Padang,Indonesia,30827,6553,7212,https://en.wikipedia.org/wiki/Akademik Poltekkes K
3964,30837,Akademi Kebidanan AKBID Sentra Bina Yudhistira,Indonesia,30827,6553,7212,https://en.wikipedia.org/wiki/Akademi Kebidanan AK
3965,30837,Akademik Yarsi Pontianak Kalimantan Barat,Indonesia,30827,6553,7212,https://en.wikipedia.org/wiki/Akademik Yarsi Ponti
3966,30837,AKPER Yatna Yuana Lebak,Indonesia,30827,6553,7212,https://en.wikipedia.org/wiki/AKPER Yatna Yuana Le
3967,30837,Sekolah Tinggi Agama Islam STAI Al Fattah,Indonesia,30827,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Agama
3968,30837,Akademi Manajemen Belitung AMB,Indonesia,30827,6553,7212,https://en.wikipedia.org/wiki/Akademi Manajemen Be
3969,30837,AMIK Daparnas Padang,Indonesia,30827,6553,7212,https://en.wikipedia.org/wiki/AMIK Daparnas Padang
3970,30837,Akademi Refraksi Optisi Kartika Indera Persada ARO KIP JKT,Indonesia,30827,6553,7212,https://en.wikipedia.org/wiki/Akademi Refraksi Opt
3971,30837,Akademi Teknik Radiodiagnostik dan Radioterapi Patriot Bangsa Lampung,Indonesia,30827,6553,7212,https://en.wikipedia.org/wiki/Akademi Teknik Radio
3972,30837,Akademi Kebidanan AKBID Husada Gemilang,Indonesia,30827,6553,7212,https://en.wikipedia.org/wiki/Akademi Kebidanan AK
3973,30837,Metro Dumaguete College,Philipine,30827,6553,7212,https://en.wikipedia.org/wiki/Metro Dumaguete Coll
3974,30837,Politeknik Balekambang Jepara,Indonesia,30827,6553,7212,https://en.wikipedia.org/wiki/Politeknik Balekamba
3975,30837,STT Pelalawan,Indonesia,30827,6553,7212,https://en.wikipedia.org/wiki/STT Pelalawan
3976,30837,Sekolah Tinggi Agama Islam STAI Al-Haudl Ketapang,Indonesia,30827,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Agama
3977,30837,STAI Hubbulwathan Duri,Indonesia,30827,6553,7212,https://en.wikipedia.org/wiki/STAI Hubbulwathan Du
3978,30837,STEI Ar Rachman,Indonesia,30827,6553,7212,https://en.wikipedia.org/wiki/STEI Ar Rachman
3979,30837,Sekolah Tinggi Ilmu Ekonomi STIE Mujahidin Tolitoli,Indonesia,30827,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Ilmu 
3980,30837,Sekolah Tinggi Ilmu Hukum STIH Gunung Jati,Indonesia,30827,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Ilmu 
3981,30837,Stikes Garuda Putih Jambi,Indonesia,30827,6553,7212,https://en.wikipedia.org/wiki/Stikes Garuda Putih 
3982,30837,Sekolah Tinggi Ilmu Kesehatan STIKES Kurnia Jaya Persada Palopo,Indonesia,30827,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Ilmu 
3983,30837,Sekolah Tinggi Ilmu Kesehatan STIKES Nauli Husada Sibolga,Indonesia,30827,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Ilmu 
3984,30837,Sekolah Tinggi Ilmu Kesehatan STIKES Yapika Makassar,Indonesia,30827,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Ilmu 
3985,30837,Sekolah Tinggi Ilmu Perikanan STIP Malang,Indonesia,30827,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Ilmu 
3986,30837,Sekolah Tinggi Ilmu Tarbiyah STIT Darul Ulum Sarolangun,Indonesia,30827,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Ilmu 
3987,30837,STP Reinha Larantuka,Indonesia,30827,6553,7212,https://en.wikipedia.org/wiki/STP Reinha Larantuka
3988,30837,Sekolah Tinggi Perikanan STP Sibolga,Indonesia,30827,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Perik
3989,30837,Sekolah Usaha Perikanan Menengah Negeri SUPM Tegal,Indonesia,30827,6553,7212,https://en.wikipedia.org/wiki/Sekolah Usaha Perika
3990,30837,Universitas Muhammadiyah Bone UNIMBONE,Indonesia,30827,6553,7212,https://en.wikipedia.org/wiki/Universitas Muhammad
3991,30837,Universitas Puangrimaggalatung,Indonesia,30827,6553,7212,https://en.wikipedia.org/wiki/Universitas Puangrim
3992,30837,Universitas Nahdlatul Ulama Sulawesi Tenggara UNUSULTRA,Indonesia,30827,6553,7212,https://en.wikipedia.org/wiki/Universitas Nahdlatu
3993,30837,Al Washliyah BNA,Indonesia,30827,6553,7212,https://en.wikipedia.org/wiki/Al Washliyah BNA
3994,30931,Universitas Yatsi Madani,Indonesia,30922,6553,7212,https://en.wikipedia.org/wiki/Universitas Yatsi Ma
3995,30935,Technological University Pakokku,Myanmar,30926,6553,7212,https://ror.org/010h1b677
3996,30935,Universitas Teknologi Surabaya UTS,Indonesia,30926,6553,7212,https://en.wikipedia.org/wiki/Universitas Teknolog
3997,30935,Akademi Bahasa Asing ABB Balikpapan,Indonesia,30926,6553,7212,https://en.wikipedia.org/wiki/Akademi Bahasa Asing
3998,30935,Akademi Kebidanan AKBID PEMKAB Bojonegoro,Indonesia,30926,6553,7212,https://en.wikipedia.org/wiki/Akademi Kebidanan AK
3999,30935,Institut Teknologi Bisnis Dan Kesehatan Bhakti Putra Bangsa Indonesia – Your Best Choice,Indonesia,30926,6553,7212,https://en.wikipedia.org/wiki/Institut Teknologi B
4000,30935,Institut Sains dan Teknologi IST Annuqayah,Indonesia,30926,6553,7212,https://en.wikipedia.org/wiki/Institut Sains dan T
4001,30935,Politeknik El Bajo Commodus,Indonesia,30926,6553,7212,https://en.wikipedia.org/wiki/Politeknik El Bajo C
4002,30935,Universitas Katolik Santo Agustinus Hippo USA,Indonesia,30926,6553,7212,https://en.wikipedia.org/wiki/Universitas Katolik 
4003,30935,Sekolah Tinggi Agama Islam STAI DDI Sidrap,Indonesia,30926,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Agama
4004,30935,Sekolah Tinggi Bahasa Asing STBA Technocrat Tangerang,Indonesia,30926,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Bahas
4005,30935,Sekolah Tinggi Ilmu Administrasi STIA LPPN Padang,Indonesia,30926,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Ilmu 
4006,30935,Sekolah Tinggi Ilmu Ekonomi STIE Pemnas Indonesia,Indonesia,30926,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Ilmu 
4007,30935,Sekolah Tinggi Ilmu Hukum STIH Amsir Parepare,Indonesia,30926,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Ilmu 
4008,30935,Sekolah Tinggi Ilmu Hukum STIH Pertiba Pangkalpinang,Indonesia,30926,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Ilmu 
4009,30935,Sekolah Tinggi Ilmu Kesehatan STIKES Pasapua Ambon,Indonesia,30926,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Ilmu 
4010,30935,Sekolah Tinggi Ilmu Manajemen Indonesia STIMI Samarinda,Indonesia,30926,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Ilmu 
4011,30935,STIM Mutiara Jaya,Indonesia,30926,6553,7212,https://en.wikipedia.org/wiki/STIM Mutiara Jaya
4012,30935,STIQ Ar Rahman,Indonesia,30926,6553,7212,https://en.wikipedia.org/wiki/STIQ Ar Rahman
4013,30935,STISA Sekolah Tinggi Ilmu Syariah Assalafiyah,Indonesia,30926,6553,7212,https://en.wikipedia.org/wiki/STISA Sekolah Tinggi
4014,30935,STIT YPI Lahat,Indonesia,30926,6553,7212,https://en.wikipedia.org/wiki/STIT YPI Lahat
4015,30935,Sekolah Tinggi Keguruan dan Ilmu Pendidikan STKIP Muhammadiyah Aceh Tengah,Indonesia,30926,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Kegur
4016,30935,STT Hagiasmos Mission Jakarta SK BAN-PT,Indonesia,30926,6553,7212,https://en.wikipedia.org/wiki/STT Hagiasmos Missio
4017,30935,STT Injili Indonesia Medan,Indonesia,30926,6553,7212,https://en.wikipedia.org/wiki/STT Injili Indonesia
4018,30935,Sittway University,Myanmar,30926,6553,7212,https://en.wikipedia.org/wiki/Sittway University
4019,30935,Sekolah Usaha Perikanan Menengah Negeri SUPM Pariaman,Indonesia,30926,6553,7212,https://en.wikipedia.org/wiki/Sekolah Usaha Perika
4020,30935,Universitas Trinita,Indonesia,30926,6553,7212,https://en.wikipedia.org/wiki/Universitas Trinita
4021,30935,Sekolah Tinggi Ilmu Ekonomi Muhammadiyah STIEM Mamuju,Indonesia,30926,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Ilmu 
4022,30935,Universitas Teknologi Digital UTD PSDKU Tegal,Indonesia,30926,6553,7212,https://en.wikipedia.org/wiki/Universitas Teknolog
4023,30935,Universitas Cahaya Bangsa Banjarmasin,Indonesia,30926,6553,7212,https://en.wikipedia.org/wiki/Universitas Cahaya B
4024,31019,Universitas Sumatera Barat,Indonesia,31494,6175,7212,https://en.wikipedia.org/wiki/Universitas Sumatera
4025,31024,Akademi Kebidanan AKBID Graha Husada Sampang,Indonesia,31014,6553,7212,https://en.wikipedia.org/wiki/Akademi Kebidanan AK
4026,31024,Akademi Farmasi Cendikia Farma Husada,Indonesia,31014,6553,7212,https://en.wikipedia.org/wiki/Akademi Farmasi Cend
4027,31024,Akademi Keperawatan AKPER RS Marthen Indey,Indonesia,31014,6553,7212,https://en.wikipedia.org/wiki/Akademi Keperawatan 
4028,31024,AKS IBU Kartini Semarang,Indonesia,31014,6553,7212,https://en.wikipedia.org/wiki/AKS IBU Kartini Sema
4029,31024,Akademi Manajemen Informatika dan Komputer AMIK Parbina Nusantara Pematangsiantar,Indonesia,31014,6553,7212,https://en.wikipedia.org/wiki/Akademi Manajemen In
4030,31024,Akademi Manajamen Informatika dan Komputer AMIK Purnama Niaga,Indonesia,31014,6553,7212,https://en.wikipedia.org/wiki/Akademi Manajamen In
4031,31024,STIKOM Artha Buana Kupang,Indonesia,31014,6553,7212,https://en.wikipedia.org/wiki/STIKOM Artha Buana K
4032,31024,Akademi Kebidanan AKBID Bhakti Asih Ciledug,Indonesia,31014,6553,7212,https://en.wikipedia.org/wiki/Akademi Kebidanan AK
4033,31024,(3) Fakultas Ilmu Sosial dan Ilmu Politik FISIP Saburai,Indonesia,31014,6553,7212,https://en.wikipedia.org/wiki/(3) Fakultas Ilmu So
4034,31024,International Institute of Science Mantin,Malaysia,31014,6553,7212,https://en.wikipedia.org/wiki/International Instit
4035,31024,Sekolah Tinggi Ilmu Kesehatan STIKES Pelita Ibu Kendari,Indonesia,31014,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Ilmu 
4036,31024,Poltek BIMA Politeknik Bina Madani,Indonesia,31014,6553,7212,https://en.wikipedia.org/wiki/Poltek BIMA Politekn
4037,31024,Politeknik Kesehatan YRSU DR Rusdi,Indonesia,31014,6553,7212,https://en.wikipedia.org/wiki/Politeknik Kesehatan
4038,31024,Politeknik Sains & Teknologi Wiratama Malut,Indonesia,31014,6553,7212,https://en.wikipedia.org/wiki/Politeknik Sains & T
4039,31024,SPS Uninus,Indonesia,31014,6553,7212,https://en.wikipedia.org/wiki/SPS Uninus
4040,31024,Sekolah Tinggi Bahasa Asing STBA Bina Dinamika,Indonesia,31014,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Bahas
4041,31024,Sekolah Tinggi Ilmu Administrasi STIA Adabiah Padang,Indonesia,31014,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Ilmu 
4042,31024,Sekolah Tinggi Ilmu Ekonomi & Bisnis STIEBI Prana Putra Lubuklinggau,Indonesia,31014,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Ilmu 
4043,31024,Sekolah Tinggi Ilmu Ekonomi STIE Dharma Putra Pekanbaru,Indonesia,31014,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Ilmu 
4044,31024,STIE Nagoya Indonesia,Indonesia,31014,6553,7212,https://en.wikipedia.org/wiki/STIE Nagoya Indonesi
4045,31024,Sekolah Tinggi Ilmu Ekonomi STIE Samarinda,Indonesia,31014,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Ilmu 
4046,31024,Sekolah Tinggi Ilmu Ekonomi STIE Yapman Majene,Indonesia,31014,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Ilmu 
4047,31024,Sekolah Tinggi Ilmu Ekonomi STIE YPN Karawang,Indonesia,31014,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Ilmu 
4048,31024,STIE YPUP Makassar,Indonesia,31014,6553,7212,https://en.wikipedia.org/wiki/STIE YPUP Makassar
4049,31024,STIKES Rustida Banyuwangi,Indonesia,31014,6553,7212,https://en.wikipedia.org/wiki/STIKES Rustida Banyu
4050,31024,Sekolah Tinggi Ilmu Sosial dan Ilmu Politik STISIP Mbojo Bima,Indonesia,31014,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Ilmu 
4051,31024,Sekolah Tinggi Ilmu Tarbiyah Hamzah Fansuri STIT HAFAS,Indonesia,31014,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Ilmu 
4052,31024,Sekolah Tinggi Ilmu Tarbiyah STIT Madina Sragen,Indonesia,31014,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Ilmu 
4053,31024,STKIP Muhammadiyah Pagaralam,Indonesia,31014,6553,7212,https://en.wikipedia.org/wiki/STKIP Muhammadiyah P
4054,31024,Sekolah Tinggi Keguruan dan Ilmu Pendidikan STKIP Pangeran Antasari,Indonesia,31014,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Kegur
4055,31024,STPK Santo Yohanes Rasul Jayapura Mahardika,Indonesia,31014,6553,7212,https://en.wikipedia.org/wiki/STPK Santo Yohanes R
4056,31024,Sekolah Tinggi Teknologi Banten,Indonesia,31014,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Tekno
4057,31024,STT Imanuel Pacet,Indonesia,31014,6553,7212,https://en.wikipedia.org/wiki/STT Imanuel Pacet
4058,31024,STT Paulus Medan,Indonesia,31014,6553,7212,https://en.wikipedia.org/wiki/STT Paulus Medan
